Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Caffo, B., Diener-West, M., Punjabi, N.M., Samet, J.","35069047000;7003392768;7004869128;35396805300;","A novel approach to prediction of mild obstructive sleep disordered breathing in a population-based sample: The sleep heart health study",2010,"Sleep","33","12",,"1641","1648",,30,"10.1093/sleep/33.12.1641","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649865572&doi=10.1093%2fsleep%2f33.12.1641&partnerID=40&md5=90bce55c9f3910f2a389b53e2c17206a",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-78649865572
"Swihart, B.J., Caffo, B., James, B.D., Strand, M., Schwartz, B.S., Punjabi, N.M.","57196357357;35069047000;7202466439;7102005048;55663268300;7004869128;","Lasagna plots: A saucy alternative to spaghetti plots",2010,"Epidemiology","21","5",,"621","625",,72,"10.1097/EDE.0b013e3181e5b06a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955872497&doi=10.1097%2fEDE.0b013e3181e5b06a&partnerID=40&md5=39771c6d571a2edefa84ee34b28f8088",Note,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-77955872497
"Wu, H., Caffo, B., Jaffee, H.A., Irizarry, R.A., Feinberg, A.P.","56732087700;35069047000;6506867324;7003534716;7102163646;","Redefining CpG islands using hidden Markov models",2010,"Biostatistics","11","3",,"499","514",,121,"10.1093/biostatistics/kxq005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956627119&doi=10.1093%2fbiostatistics%2fkxq005&partnerID=40&md5=5d821dd79c52569246617c3d33a837a1",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-77956627119
"Caffo, B.S., Crainiceanu, C.M., Verduzco, G., Joel, S., Mostofsky, S.H., Bassett, S.S., Pekar, J.J.","35069047000;6603085071;24781537800;36437394800;7003584880;7007164425;7003771238;","Two-stage decompositions for the analysis of functional connectivity for fMRI with application to Alzheimer's disease risk",2010,"NeuroImage","51","3",,"1140","1149",,28,"10.1016/j.neuroimage.2010.02.081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952421111&doi=10.1016%2fj.neuroimage.2010.02.081&partnerID=40&md5=9f7be56494b955d1bb02302fa31d80f3",Article,"Final","All Open Access, Green",Scopus,2-s2.0-77952421111
"Segev, D.L., Muzaale, A.D., Caffo, B.S., Mehta, S.H., Singer, A.L., Taranto, S.E., McBride, M.A., Montgomery, R.A.","6603757230;35739114000;35069047000;7401670716;35312408500;6602118688;7201955095;7202664950;","Perioperative mortality and long-term survival following live kidney donation",2010,"JAMA","303","10",,"959","966",,546,"10.1001/jama.2010.237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949314388&doi=10.1001%2fjama.2010.237&partnerID=40&md5=3964a1a3212b3d18fbd55ccb67703b35",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-77949314388
"Ozturk, A., Smith, S.A., Gordon-Lipkin, E.M., Harrison, D.M., Shiee, N., Pham, D.L., Caffo, B.S., Calabresi, P.A., Reich, D.S.","7103003522;55414050800;22955427100;26638746600;35189612000;7203009692;35069047000;35290391600;7102312699;","MRI of the corpus callosum in multiple sclerosis: Association with disability",2010,"Multiple Sclerosis","16","2",,"166","177",,123,"10.1177/1352458509353649","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76449087608&doi=10.1177%2f1352458509353649&partnerID=40&md5=5089af3946b38d9319f36625dfb4b714",Article,"Final","All Open Access, Green",Scopus,2-s2.0-76449087608
"Greven, S., Crainiceanu, C., Caffo, B., Reich, D.","23097744100;6603085071;35069047000;7102312699;","Longitudinal functional principal component analysis",2010,"Electronic Journal of Statistics","4",,,"1022","1054",,104,"10.1214/10-EJS575","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953051021&doi=10.1214%2f10-EJS575&partnerID=40&md5=19ce397a29dd71c197f7ae2113f5f5fa",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-79953051021
"Nazarian, S., Bluemke, D.A., Wagner, K.R., Zviman, M.M., Turkbey, E., Caffo, B.S., Shehata, M., Edwards, D., Butcher, B., Calkins, H., Berger, R.D., Halperin, H.R., Tomaselli, G.F.","9270216000;7006047770;7402541323;6602299038;25422989500;35069047000;25422675000;36637110800;7006188461;23473846800;7403563057;7005212468;7005223451;","QRS prolongation in myotonic muscular dystrophy and diffuse fibrosis on cardiac magnetic resonance",2010,"Magnetic Resonance in Medicine","64","1",,"107","114",,15,"10.1002/mrm.22417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953944174&doi=10.1002%2fmrm.22417&partnerID=40&md5=0aa81f2ba86626ddf049ece96f97e484",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-77953944174
"Schwartz, B.S., Caffo, B., Stewart, W.F., Hedlin, H., James, B.D., Yousem, D., Davatzikos, C.","55663268300;35069047000;55549970400;31267472200;7202466439;7005911220;7005310126;","Evaluation of cumulative lead dose and longitudinal changes in structural magnetic resonance imaging in former organolead workers",2010,"Journal of Occupational and Environmental Medicine","52","4",,"407","414",,14,"10.1097/JOM.0b013e3181d5e386","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951151810&doi=10.1097%2fJOM.0b013e3181d5e386&partnerID=40&md5=66be9f2c2026f58ea50b2822c4d71136",Article,"Final","All Open Access, Green",Scopus,2-s2.0-77951151810
"O'Connor, G.T., Caffo, B.S.","7201936463;35069047000;","From the authors",2009,"American Journal of Respiratory and Critical Care Medicine","180","6",,"582","",,,"10.1164/ajrccm.180.6.582a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69949095936&doi=10.1164%2fajrccm.180.6.582a&partnerID=40&md5=a399ebf0edfa15487950cf5a726357cf",Letter,"Final","",Scopus,2-s2.0-69949095936
"Yousem, D.M., Yassa, M.A., Cristinzio, C., Kusevic, I., Mohamed, M., Caffo, B.S., Bassett, S.S.","7005911220;57211225264;13205467900;13205097400;8578269100;35069047000;7007164425;","Intelligence and medial temporal lobe function in older adults: A functional MR imaging-based investigation",2009,"American Journal of Neuroradiology","30","8",,"1477","1481",,4,"10.3174/ajnr.A1634","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349209120&doi=10.3174%2fajnr.A1634&partnerID=40&md5=bc2bb8f506eadb73b02353ba953fef50",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-70349209120
"Caffo, B.S., Liu, D., Scharpf, R.B., Parmigiani, G.","35069047000;57221105165;6603112980;7003983915;","Likelihood Estimation of Conjugacy Relationships in Linear Models with Applications to High-Throughput Genomics",2009,"International Journal of Biostatistics","5","1","18","","",,,"10.2202/1557-4679.1129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68149160244&doi=10.2202%2f1557-4679.1129&partnerID=40&md5=d06fa9d034e327570d5502bc12f4085a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-68149160244
"Punjabi, N.M., Caffo, B.S., Goodwin, J.L., Gottlieb, D.J., Newman, A.B., O'Connor, G.T., Rapoport, D.M., Redline, S., Resnick, H.E., Robbins, J.A., Shahar, E., Unruh, M.L., Samet, J.M.","7004869128;35069047000;7402339518;57205909881;56962723400;7201936463;7005353200;7102381732;7005405121;55889922000;7102027459;6701326372;35396805300;","Sleep-disordered breathing and mortality: A prospective cohort study",2009,"PLoS Medicine","6","8","1000132","","",,974,"10.1371/journal.pmed.1000132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69349094143&doi=10.1371%2fjournal.pmed.1000132&partnerID=40&md5=35ea92aab938743cf61191329bb6d463",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-69349094143
"Reich, D.S., Smith, S.A., Gordon-Lipkin, E.M., Ozturk, A., Caffo, B.S., Balcer, L.J., Calabresi, P.A.","7102312699;55414050800;22955427100;7103003522;35069047000;7004524080;35290391600;","Damage to the optic radiation in multiple sclerosis is associated with retinal injury and visual disability",2009,"Archives of Neurology","66","8",,"998","1006",,127,"10.1001/archneurol.2009.107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68549119069&doi=10.1001%2farchneurol.2009.107&partnerID=40&md5=bee21da97537ebf460da9a56a1fd704d",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-68549119069
"Chen, S., Wang, C., Eberly, L.E., Caffo, B.S., Schwartz, B.S.","8395702400;55862043100;6603941540;35069047000;55663268300;","Adaptive control of the false discovery rate in voxel-based morphometry",2009,"Human Brain Mapping","30","7",,"2304","2311",,14,"10.1002/hbm.20669","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649667010&doi=10.1002%2fhbm.20669&partnerID=40&md5=ed5c729ca4296b23a5fee492ee96b029",Article,"Final","All Open Access, Green",Scopus,2-s2.0-67649667010
"O'Connor, G.T., Caffo, B., Newman, A.B., Quan, S.F., Rapoport, D.M., Redline, S., Resnick, H.E., Samet, J., Shahar, E.","7201936463;35069047000;56962723400;7102716921;7005353200;7102381732;7005405121;35396805300;7102027459;","Prospective study of sleep-disordered breathing and hypertension: The sleep heart health study",2009,"American Journal of Respiratory and Critical Care Medicine","179","12",,"1159","1164",,272,"10.1164/rccm.200712-1809OC","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67449093751&doi=10.1164%2frccm.200712-1809OC&partnerID=40&md5=4a26460a1574a8be722462ac3e495f34",Article,"Final","All Open Access, Green",Scopus,2-s2.0-67449093751
"Crainiceanu, C.M., Caffo, B.S., Di, C.-Z., Punjabi, N.M.","6603085071;35069047000;29367447300;7004869128;","Nonparametric signal extraction and measurement error in the analysis of electroencephalographic activity during sleep",2009,"Journal of the American Statistical Association","104","486",,"541","555",,22,"10.1198/jasa.2009.0020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66549083748&doi=10.1198%2fjasa.2009.0020&partnerID=40&md5=0028e73e8aa43d659a65ca5e594bd2b2",Article,"Final","All Open Access, Green",Scopus,2-s2.0-66549083748
"Lauzon, C., Caffo, B.","36711923300;35069047000;","Easy multiplicity control in equivalence testing using two one-sided tests",2009,"American Statistician","63","2",,"147","154",,32,"10.1198/tast.2009.0029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67549109452&doi=10.1198%2ftast.2009.0029&partnerID=40&md5=b94d6c5c9ccda5deb5f22690123dd0bf",Article,"Final","All Open Access, Green",Scopus,2-s2.0-67549109452
"Su, S.-C., Caffo, B., Garrett-Mayer, E., Bassett, S.S.","14044107100;35069047000;6507119260;7007164425;","Modified test statistics by inter-voxel variance shrinkage with an application to f MRI",2009,"Biostatistics","10","2",,"219","227",,8,"10.1093/biostatistics/kxn028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61449120189&doi=10.1093%2fbiostatistics%2fkxn028&partnerID=40&md5=da6993a3ab840083b70f16c1f8c7f2bb",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-61449120189
"Di, C.-Z., Crainiceanu, C.M., Caffo, B.S., Punjabi, N.M.","29367447300;6603085071;35069047000;7004869128;","Multilevel functional principal component analysis",2009,"Annals of Applied Statistics","3","1",,"458","488",,211,"10.1214/08-AOAS206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960273349&doi=10.1214%2f08-AOAS206&partnerID=40&md5=6b60ba47127ee88a3eba631a8584c003",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-79960273349
"Mostofsky, S.H., Powell, S.K., Simmonds, D.J., Goldberg, M.C., Caffo, B., Pekar, J.J.","7003584880;14632414900;16242662500;7404395345;35069047000;7003771238;","Decreased connectivity and cerebellar activity in autism during motor task performance",2009,"Brain","132","9",,"2413","2425",,309,"10.1093/brain/awp088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71549166084&doi=10.1093%2fbrain%2fawp088&partnerID=40&md5=7c76482ffc906b00f4dda7ae032c6d7b",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-71549166084
"Choi, L., Caffo, B., Rohde, C.","16028029100;35069047000;7005373792;","A survey of the likelihood approach to bioequivalence trials",2008,"Statistics in Medicine","27","24",,"4874","4894",,10,"10.1002/sim.3334","https://www.scopus.com/inward/record.uri?eid=2-s2.0-59849128647&doi=10.1002%2fsim.3334&partnerID=40&md5=aca0bd332c0b3ac63123efba35084c36",Article,"Final","All Open Access, Green",Scopus,2-s2.0-59849128647
"Caffo, B.S., Crainiceanu, C.M., Deng, L., Hendrix, C.W.","35069047000;6603085071;36650290400;57226252489;","A case study in pharmacologic colon imaging using principal curves in single-photon emission computed tomography",2008,"Journal of the American Statistical Association","103","484",,"1470","1480",,15,"10.1198/016214508000000832","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649611500&doi=10.1198%2f016214508000000832&partnerID=40&md5=be89dbabca4759f633fffad92e23573d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-78649611500
"He, X., Caffo, B.S., Frey, E.C.","16024422300;35069047000;7103012762;","Toward realistic and practical ideal observer (10) estimation for the optimization of medical imaging systems",2008,"IEEE Transactions on Medical Imaging","27","10","4505799","1535","1543",,31,"10.1109/TMI.2008.924641","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52649114842&doi=10.1109%2fTMI.2008.924641&partnerID=40&md5=a8ac2df3d7642142cabda0eded720165",Article,"Final","All Open Access, Green",Scopus,2-s2.0-52649114842
"Swihart, B.J., Caffo, B., Bandeen-Roche, K., Punjabi, N.M.","57196357357;35069047000;7003801317;7004869128;","Characterizing sleep structure using the hypnogram",2008,"Journal of Clinical Sleep Medicine","4","4",,"349","355",,44,"10.5664/jcsm.27236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51549118667&doi=10.5664%2fjcsm.27236&partnerID=40&md5=0147caed275e9b1fe15f5621d3c8ac5d",Article,"Final","",Scopus,2-s2.0-51549118667
"Redgrave, G.W., Bakker, A., Bello, N.T., Caffo, B.S., Coughlin, J.W., Guarda, A.S., McEntee, J.E., Pekar, J.J., Reinblatt, S.P., Verduzco, G., Moran, T.H.","6507002719;57203122792;7004261048;35069047000;7004906419;6701535984;36779709600;7003771238;6507772556;24781537800;7202251504;","Differential brain activation in anorexia nervosa to Fat and Thin words during a Stroop task",2008,"NeuroReport","19","12",,"1181","1185",,47,"10.1097/WNR.0b013e32830a70f2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51649127099&doi=10.1097%2fWNR.0b013e32830a70f2&partnerID=40&md5=058623e4e03fc9b7b17ac03797cecf12",Article,"Final","All Open Access, Green",Scopus,2-s2.0-51649127099
"Stamatakis, K., Sanders, M.H., Caffo, B., Resnick, H.E., Gottlieb, D.J., Mehra, R., Punjabi, N.M.","6603415348;57203057201;35069047000;7005405121;57205909881;8269493500;7004869128;","Fasting glycemia in sleep disordered breathing: Lowering the threshold on oxyhemoglobin desaturation",2008,"Sleep","31","7",,"1018","1024",,57,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46849107138&partnerID=40&md5=87fed223640268ab783af753e9d4f943",Article,"Final","",Scopus,2-s2.0-46849107138
"Choi, L., Caffo, B., Rohde, C., Ndovi, T.T., Hendrix, C.W.","16028029100;35069047000;7005373792;14056620800;57226252489;","A mechanisfic latent variable model for estimating drug concentrations in the male genital tract: A case study in drug kinetics",2008,"Statistics in Medicine","27","14",,"2697","2714",,,"10.1002/sim.3097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47249093347&doi=10.1002%2fsim.3097&partnerID=40&md5=6e6b4905e6e2c971b761b477b16aba44",Article,"Final","All Open Access, Green",Scopus,2-s2.0-47249093347
"Cao, Y.J., Ndovi, T.T., Parsons, T.L., Guidos, A.M., Caffo, B., Hendrix, C.W.","55470286400;14056620800;36763374500;6507450693;35069047000;57226252489;","Effect of semen sampling frequency on seminal antiretroviral drug concentration",2008,"Clinical Pharmacology and Therapeutics","83","6",,"848","856",,9,"10.1038/sj.clpt.6100356","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43949096595&doi=10.1038%2fsj.clpt.6100356&partnerID=40&md5=825d2bddfeb3ad28f432992d7111aa3c",Article,"Final","",Scopus,2-s2.0-43949096595
"Scharfstein, D.O., Ryea, J.L., Caffo, B.","7003408303;23767584500;35069047000;","Accounting for within-patient correlation in assessing relative sensitivity of an adjunctive diagnostic test: Application to lung cancer",2008,"Statistics in Medicine","27","12",,"2110","2126",,,"10.1002/sim.3085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44649084369&doi=10.1002%2fsim.3085&partnerID=40&md5=c099aa78276e0f001406cbfe3fba3c3b",Article,"Final","",Scopus,2-s2.0-44649084369
"Caffo, B., Chen, S., Stewart, W., Bolla, K., Yousem, D., Davatzikos, C., Schwartz, B.S.","35069047000;8395702400;55549970400;7007141393;7005911220;7005310126;55663268300;","Are brain volumes based on magnetic resonance imaging mediators of the associations of cumulative lead dose with cognitive function?",2008,"American Journal of Epidemiology","167","4",,"429","437",,23,"10.1093/aje/kwm326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39349088490&doi=10.1093%2faje%2fkwm326&partnerID=40&md5=13a1c26b04584fc85091fe1036732145",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-39349088490
"Guilarte, T.R., Hammoud, D.A., McGlothan, J.L., Caffo, B.S., Foss, C.A., Kozikowski, A.P., Pomper, M.G.","7005536141;6603358355;6603436488;35069047000;35917042100;7201686083;35248909800;","Dysregulation of glutamate carboxypeptidase II in psychiatric disease",2008,"Schizophrenia Research","99","1-3",,"324","332",,37,"10.1016/j.schres.2007.11.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39149139643&doi=10.1016%2fj.schres.2007.11.013&partnerID=40&md5=aef97c618890ef28afabcd58442d0024",Article,"Final","All Open Access, Green",Scopus,2-s2.0-39149139643
"Cao, Y.-J., Caffo, B., Choi, L., Radebaugh, C.L., Fuchs, E.J., Hendrix, C.W.","55470286400;35069047000;16028029100;22136265700;55487055800;57226252489;","Noninvasive quantitation of drug concentration in prostate and seminal vesicles: Improvement and validation with desipramine and aspirin",2008,"Journal of Clinical Pharmacology","48","2",,"176","183",,4,"10.1177/0091270007310547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349090454&doi=10.1177%2f0091270007310547&partnerID=40&md5=8a18479526fc13bd5a672c7b20d64f1c",Article,"Final","",Scopus,2-s2.0-38349090454
"Suskauer, S.J., Simmonds, D.J., Caffo, B.S., Denckla, M.B., Pekar, J.J., Mostofsky, S.H.","7801643293;16242662500;35069047000;7005067530;7003771238;7003584880;","fMRI of intrasubject variability in ADHD: Anomalous premotor activity with prefrontal compensation",2008,"Journal of the American Academy of Child and Adolescent Psychiatry","47","10",,"1141","1150",,110,"10.1097/CHI.0b013e3181825b1f","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55249105242&doi=10.1097%2fCHI.0b013e3181825b1f&partnerID=40&md5=e4cb85a97f7502763712b906da3d668d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-55249105242
"Zhang, L., Samet, J., Caffo, B., Bankman, I., Punjabi, N.M.","57207388703;35396805300;35069047000;7003282947;7004869128;","Power spectral analysis of EEG activity during sleep in cigarette smokers",2008,"Chest","133","2",,"427","432",,88,"10.1378/chest.07-1190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39449139631&doi=10.1378%2fchest.07-1190&partnerID=40&md5=dd534c6df93589275e6599efa4bedd7d",Article,"Final","",Scopus,2-s2.0-39449139631
"Bowman, F.D., Caffo, B., Bassett, S.S., Kilts, C.","55665021800;35069047000;7007164425;7004384138;","A Bayesian hierarchical framework for spatial modeling of fMRI data",2008,"NeuroImage","39","1",,"146","156",,81,"10.1016/j.neuroimage.2007.08.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36148954681&doi=10.1016%2fj.neuroimage.2007.08.012&partnerID=40&md5=e2a88bc4a580b153edadcc4859e71599",Article,"Final","All Open Access, Green",Scopus,2-s2.0-36148954681
"Choi, L., Caffo, B., Rohde, C.","16028029100;35069047000;7005373792;","Optimal sampling times in bioequivalence studies using a simulated annealing algorithm",2007,"Statistics and Computing","17","4",,"337","347",,3,"10.1007/s11222-007-9023-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548595336&doi=10.1007%2fs11222-007-9023-1&partnerID=40&md5=f72b576660f130c53422988aeb421f58",Article,"Final","All Open Access, Green",Scopus,2-s2.0-34548595336
"He, X., Caffo, B.S., Frey, E.C.","16024422300;35069047000;7103012762;","Markov chain Monte Carlo (MCMC) based ideal observer estimation using a parameterized phantom and a pre-calculated dataset",2007,"Progress in Biomedical Optics and Imaging - Proceedings of SPIE","6515",,"651516","","",,3,"10.1117/12.710173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35148864791&doi=10.1117%2f12.710173&partnerID=40&md5=cf3a5ea4a1bf0578531e5c029871e0cf",Conference Paper,"Final","",Scopus,2-s2.0-35148864791
"Li, X., Caffo, B., Scharfstein, D.","57192490632;35069047000;7003408303;","On the potential for illogic with logically defined outcomes",2007,"Biostatistics","8","4",,"800","804",,3,"10.1093/biostatistics/kxm006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34848818788&doi=10.1093%2fbiostatistics%2fkxm006&partnerID=40&md5=67753e1b1bc97fd6d49cd88695a688ab",Article,"Final","",Scopus,2-s2.0-34848818788
"Schwartz, B.S., Chen, S., Caffo, B., Stewart, W.F., Bolla, K.I., Yousem, D., Davatzikos, C.","55663268300;8395702400;35069047000;55549970400;7007141393;7005911220;7005310126;","Relations of brain volumes with cognitive function in males 45 years and older with past lead exposure",2007,"NeuroImage","37","2",,"633","641",,36,"10.1016/j.neuroimage.2007.05.035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548838023&doi=10.1016%2fj.neuroimage.2007.05.035&partnerID=40&md5=5ce96224ea59405980c7569c6700fee8",Article,"Final","All Open Access, Green",Scopus,2-s2.0-34548838023
"Caffo, B., An, M.-W., Rohde, C.","35069047000;16300563100;7005373792;","Flexible random intercept models for binary outcomes using mixtures of normals",2007,"Computational Statistics and Data Analysis","51","11",,"5220","5235",,25,"10.1016/j.csda.2006.09.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247853298&doi=10.1016%2fj.csda.2006.09.031&partnerID=40&md5=48785fcaf58d3562e29b9d82eee85723",Article,"Final","All Open Access, Green",Scopus,2-s2.0-34247853298
"Ndovi, T.T., Parsons, T., Choi, L., Caffo, B., Rohde, C., Hendrix, C.W.","14056620800;36763374500;16028029100;35069047000;7005373792;57226252489;","A new method to estimate quantitatively seminal vesicle and prostate gland contributions to ejaculate",2007,"British Journal of Clinical Pharmacology","63","4",,"404","420",,19,"10.1111/j.1365-2125.2006.02791.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947212427&doi=10.1111%2fj.1365-2125.2006.02791.x&partnerID=40&md5=86e972ae8f15ffebf0899ac5d53853fe",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-33947212427
"Jones, G.L., Haran, M., Caffo, B.S., Neath, R.","8392084000;12240995900;35069047000;15760122200;","Fixed-width output analysis for Markov chain Monte Carlo",2006,"Journal of the American Statistical Association","101","476",,"1537","1547",,192,"10.1198/016214506000000492","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846101238&doi=10.1198%2f016214506000000492&partnerID=40&md5=4148a1da83fbd6ef2791d6af3f22a95b",Article,"Final","All Open Access, Green",Scopus,2-s2.0-33846101238
"Zhang, L., Samet, J., Caffo, B., Punjabi, N.M.","57207388703;35396805300;35069047000;7004869128;","Cigarette smoking and nocturnal sleep architecture",2006,"American Journal of Epidemiology","164","6",,"529","537",,239,"10.1093/aje/kwj231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748804190&doi=10.1093%2faje%2fkwj231&partnerID=40&md5=95b9ff42b8c976fe58ec65d7f565eea4",Article,"Final","",Scopus,2-s2.0-33748804190
"Ndovi, T.T., Choi, L., Caffo, B., Parsons, T., Baker, S., Zhao, M., Rohde, C., Hendrix, C.W.","14056620800;16028029100;35069047000;36763374500;57198922207;55477843100;7005373792;57226252489;","Quantitative assessment of seminal vesicle and prostate drug concentrations by use of a noninvasive method",2006,"Clinical Pharmacology and Therapeutics","80","2",,"146","158",,21,"10.1016/j.clpt.2006.04.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746689127&doi=10.1016%2fj.clpt.2006.04.013&partnerID=40&md5=cc5a6d6dc773648d8d171ca9604c412a",Article,"Final","",Scopus,2-s2.0-33746689127
"Caffo, B., Griswold, M.","35069047000;7102709853;","A user-friendly introduction to link-probit-normal models",2006,"American Statistician","60","2",,"139","145",,11,"10.1198/000313006X110203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744535742&doi=10.1198%2f000313006X110203&partnerID=40&md5=ab8f5bbbfd89b77245abf08b087245cc",Review,"Final","All Open Access, Green",Scopus,2-s2.0-33744535742
"Bassett, S.S., Yousem, D.M., Cristinzio, C., Kusevic, I., Yassa, M.A., Caffo, B.S., Zeger, S.L.","7007164425;7005911220;13205467900;13205097400;57211225264;35069047000;7006338489;","Familial risk for Alzheimer's disease alters fMRI activation patterns",2006,"Brain","129","5",,"1229","1239",,132,"10.1093/brain/awl089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646271130&doi=10.1093%2fbrain%2fawl089&partnerID=40&md5=9afdcca20b0cf7d6af91f52b59f71122",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-33646271130
"Caffo, B.","35069047000;","Exact hypothesis tests for log-linear models with exactLoglinTest",2006,"Journal of Statistical Software","17","7",,"1","17",,3,"10.18637/jss.v017.i07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845355651&doi=10.18637%2fjss.v017.i07&partnerID=40&md5=f568083411938527ba57d3e910c07e6a",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-33845355651
"Caffo, B.S., Jank, W., Jones, G.L.","35069047000;8626290100;8392084000;","Ascent-based Monte Carlo expectation-maximization",2005,"Journal of the Royal Statistical Society. Series B: Statistical Methodology","67","2",,"235","251",,75,"10.1111/j.1467-9868.2005.00499.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-16244422648&doi=10.1111%2fj.1467-9868.2005.00499.x&partnerID=40&md5=38d862e0d825d8b11b19a0a1fcc6262d",Article,"Final","",Scopus,2-s2.0-16244422648
"Agresti, A., Caffo, B., Ohman-Strickland, P.","7005298557;35069047000;6507816008;","Examples in which misspecification of a random effects distribution reduces efficiency, and possible remedies",2004,"Computational Statistics and Data Analysis","47","3",,"639","653",,114,"10.1016/j.csda.2003.12.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4944247358&doi=10.1016%2fj.csda.2003.12.009&partnerID=40&md5=cb3a525a42e5f52aedadbe184b005e4d",Article,"Final","",Scopus,2-s2.0-4944247358
"Caffo, B.S., Booth, J.G.","35069047000;7201595484;","Monte Carlo conditional inference for log-linear and logistic models: A survey of current methodology",2003,"Statistical Methods in Medical Research","12","2",,"109","123",,11,"10.1191/0962280203sm313ra","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037343307&doi=10.1191%2f0962280203sm313ra&partnerID=40&md5=838d5aa2a0215807f5169ef176827d9e",Review,"Final","",Scopus,2-s2.0-0037343307
"Broman, K.W., Caffo, B.S.","7003605322;35069047000;","Simulation-based P values: Response to north et al. [1]",2003,"American Journal of Human Genetics","72","2",,"496","",,9,"10.1086/346175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037320536&doi=10.1086%2f346175&partnerID=40&md5=452a56d7414a86b82f4e060cf5938e8c",Letter,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-0037320536
