"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Ngufor C.; Van Houten H.; Caffo B.S.; Shah N.D.; McCoy R.G.","Ngufor, Che (36802355600); Van Houten, Holly (8709515400); Caffo, Brian S. (35069047000); Shah, Nilay D. (35249316000); McCoy, Rozalina G. (55293516000)","36802355600; 8709515400; 35069047000; 35249316000; 55293516000","Mixed effect machine learning: A framework for predicting longitudinal change in hemoglobin A1c","2019","Journal of Biomedical Informatics","89","","","56","67","11","51","10.1016/j.jbi.2018.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057830461&doi=10.1016%2fj.jbi.2018.09.001&partnerID=40&md5=72e501f5d07936249bc52a5b64edb13f","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85057830461"
"Wan B.; Caffo B.; Vedula S.S.","Wan, Bohua (57222324343); Caffo, Brian (35069047000); Vedula, S. Swaroop (41361963800)","57222324343; 35069047000; 41361963800","A Unified Framework on Generalizability of Clinical Prediction Models","2022","Frontiers in Artificial Intelligence","5","","872720","","","","2","10.3389/frai.2022.872720","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130235255&doi=10.3389%2ffrai.2022.872720&partnerID=40&md5=2c1e529b5a4a1c38a058e727932a1b78","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85130235255"
"Rock C.; Thomas K.A.; Harris A.D.; Li S.; Morgan D.; Milstone A.M.; Caffo B.; Joshi M.; Leekha S.","Rock, C. (55208544800); Thomas, K.A. (35957385100); Harris, A.D. (7404040049); Li, S. (57189226955); Morgan, D. (14039408700); Milstone, A.M. (8660244700); Caffo, B. (35069047000); Joshi, M. (7202602107); Leekha, S. (14623002900)","55208544800; 35957385100; 7404040049; 57189226955; 14039408700; 8660244700; 35069047000; 7202602107; 14623002900","Erratum: A Multicenter Longitudinal Study of Hospital-Onset Bacteremia: Time for a New Quality Outcome Measure? (Infection Control and Hospital Epidemiology 2015) doi:10.1017/ice.2015.261","2016","Infection Control and Hospital Epidemiology","37","2","","243","","","1","10.1017/ice.2015.314","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966277072&doi=10.1017%2fice.2015.314&partnerID=40&md5=48e55bd69eab2f4a783ae63641f7cb45","Erratum","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84966277072"
"Langenecker S.A.; Westlund Schreiner M.; Thomas L.R.; Bessette K.L.; DelDonno S.R.; Jenkins L.M.; Easter R.E.; Stange J.P.; Pocius S.L.; Dillahunt A.; Love T.M.; Phan K.L.; Koppelmans V.; Paulus M.; Lindquist M.A.; Caffo B.; Mickey B.J.; Welsh R.C.","Langenecker, Scott A. (6603182034); Westlund Schreiner, Mindy (56433619800); Thomas, Leah R. (57221530009); Bessette, Katie L. (55923177600); DelDonno, Sophia R. (55199813200); Jenkins, Lisanne M. (35105075400); Easter, Rebecca E. (57193512776); Stange, Jonathan P. (34880711800); Pocius, Stephanie L. (57211293654); Dillahunt, Alina (57223096947); Love, Tiffany M. (24492034900); Phan, K. Luan (7006373266); Koppelmans, Vincent (24343867800); Paulus, Martin (57203028544); Lindquist, Martin A. (7007030971); Caffo, Brian (35069047000); Mickey, Brian J. (6701694271); Welsh, Robert C. (55215412900)","6603182034; 56433619800; 57221530009; 55923177600; 55199813200; 35105075400; 57193512776; 34880711800; 57211293654; 57223096947; 24492034900; 7006373266; 24343867800; 57203028544; 7007030971; 35069047000; 6701694271; 55215412900","Using Network Parcels and Resting-State Networks to Estimate Correlates of Mood Disorder and Related Research Domain Criteria Constructs of Reward Responsiveness and Inhibitory Control","2022","Biological Psychiatry: Cognitive Neuroscience and Neuroimaging","7","1","","76","84","8","3","10.1016/j.bpsc.2021.06.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122185517&doi=10.1016%2fj.bpsc.2021.06.014&partnerID=40&md5=f6e933be4c50e2d5765a4486312a1b2c","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85122185517"
"Ficek B.N.; Wang Z.; Zhao Y.; Webster K.T.; Desmond J.E.; Hillis A.E.; Frangakis C.; Faria A.V.; Caffo B.; Tsapkini K.","Ficek, Bronte N. (56394402900); Wang, Zeyi (57202333724); Zhao, Yi (57202332071); Webster, Kimberly T. (8734051000); Desmond, John E. (7005255323); Hillis, Argye E. (7004956247); Frangakis, Constantine (7003829132); Faria, Andreia Vasconcellos (35478593200); Caffo, Brian (35069047000); Tsapkini, Kyrana (6602810995)","56394402900; 57202333724; 57202332071; 8734051000; 7005255323; 7004956247; 7003829132; 35478593200; 35069047000; 6602810995","Erratum: “The effect of tDCS on functional connectivity in primary progressive aphasia”(NeuroImage: Clinical (2018)19 (703–715), (S2213158218301682), (10.1016/j.nicl.2018.05.023))","2019","NeuroImage: Clinical","22","","101734","","","","3","10.1016/j.nicl.2019.101734","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062806243&doi=10.1016%2fj.nicl.2019.101734&partnerID=40&md5=ddbb4b41367a788d4a6e85623882fe19","Erratum","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85062806243"
"Yue C.; Zipunnikov V.; Bazin P.-L.; Pham D.; Reich D.; Crainiceanu C.; Caffo B.","Yue, Chen (56042193900); Zipunnikov, Vadim (35232005200); Bazin, Pierre-Louis (8439138300); Pham, Dzung (7203009692); Reich, Daniel (7102312699); Crainiceanu, Ciprian (6603085071); Caffo, Brian (35069047000)","56042193900; 35232005200; 8439138300; 7203009692; 7102312699; 6603085071; 35069047000","Parameterization of White Matter Manifold-Like Structures Using Principal Surfaces","2016","Journal of the American Statistical Association","111","515","","1050","1060","10","1","10.1080/01621459.2016.1164050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991710741&doi=10.1080%2f01621459.2016.1164050&partnerID=40&md5=277c02f74761bc2452dcc8f640c2fcc3","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84991710741"
"Levine M.A.; Chen H.; Wodka E.L.; Deronda A.C.; Caffo B.S.; Ewen J.B.","Levine, Michael A. (57219957356); Chen, Huan (57219524107); Wodka, Ericka L. (14632846000); Deronda, Alyssa C. (57208578344); Caffo, Brian S. (35069047000); Ewen, Joshua B. (14007607000)","57219957356; 57219524107; 14632846000; 57208578344; 35069047000; 14007607000","A Multi-Trait Multi-Method Examination of Psychometric Instrument Performance in Autism Spectrum Disorder","2023","Assessment","","","","","","","0","10.1177/10731911231198205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170539605&doi=10.1177%2f10731911231198205&partnerID=40&md5=c3dfbffe3d2d2336b80fb39e5f195801","Article","Article in press","All Open Access; Green Open Access","Scopus","2-s2.0-85170539605"
"Han F.; Han X.; Liu H.; Caffo B.","Han, Fang (55377043500); Han, Xiaoyan (57191480190); Liu, Han (26642968600); Caffo, Brian (35069047000)","55377043500; 57191480190; 26642968600; 35069047000","Sparse median graphs estimation in a high-dimensional semiparametric model","2016","Annals of Applied Statistics","10","3","","1397","1426","29","6","10.1214/16-AOAS940","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990898378&doi=10.1214%2f16-AOAS940&partnerID=40&md5=bc57d053240722ce2288317fb3279ce7","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84990898378"
"Sair H.I.; Hannawi Y.; Li S.; Kornbluth J.; Demertzi A.; Di Perri C.; Chabanne R.; Jean B.; Benali H.; Perlbarg V.; Pekar J.; Luyt C.-E.; Galanaud D.; Velly L.; Puybasset L.; Laureys S.; Caffo B.; Stevens R.D.","Sair, Haris I. (14519858700); Hannawi, Yousef (55566291800); Li, Shanshan (57217797574); Kornbluth, Joshua (37665321500); Demertzi, Athena (24467199800); Di Perri, Carol (23492220700); Chabanne, Russell (40760937500); Jean, Betty (8688629200); Benali, Habib (57189985564); Perlbarg, Vincent (8390339900); Pekar, James (7003771238); Luyt, Charles-Edouard (6602645715); Galanaud, Damien (6602600415); Velly, Lionel (6507630069); Puybasset, Louis (7004266282); Laureys, Steven (7004546122); Caffo, Brian (35069047000); Stevens, Robert D. (35269994900)","14519858700; 55566291800; 57217797574; 37665321500; 24467199800; 23492220700; 40760937500; 8688629200; 57189985564; 8390339900; 7003771238; 6602645715; 6602600415; 6507630069; 7004266282; 7004546122; 35069047000; 35269994900","Early functional connectome integrity and 1-year recovery in comatose survivors of cardiac arrest","2018","Radiology","287","1","","247","255","8","48","10.1148/radiol.2017162161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044276899&doi=10.1148%2fradiol.2017162161&partnerID=40&md5=e0f0ff6577370616720b84f6e88975dd","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85044276899"
"Choe A.S.; Nebel M.B.; Barber A.D.; Cohen J.R.; Xu Y.; Pekar J.J.; Caffo B.; Lindquist M.A.","Choe, Ann S. (36908446600); Nebel, Mary Beth (34873055300); Barber, Anita D. (8582425200); Cohen, Jessica R. (57213162244); Xu, Yuting (57198771447); Pekar, James J. (7003771238); Caffo, Brian (35069047000); Lindquist, Martin A. (7007030971)","36908446600; 34873055300; 8582425200; 57213162244; 57198771447; 7003771238; 35069047000; 7007030971","Comparing test-retest reliability of dynamic functional connectivity methods","2017","NeuroImage","158","","","155","175","20","126","10.1016/j.neuroimage.2017.07.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022175614&doi=10.1016%2fj.neuroimage.2017.07.005&partnerID=40&md5=2e1e25828a0cec97690635425326599d","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85022175614"
"Berardi G.; Frey-Law L.; Sluka K.A.; Bayman E.O.; Coffey C.S.; Ecklund D.; Vance C.G.T.; Dailey D.L.; Burns J.; Buvanendran A.; McCarthy R.J.; Jacobs J.; Zhou X.J.; Wixson R.; Balach T.; Brummett C.M.; Clauw D.; Colquhoun D.; Harte S.E.; Harris R.E.; Williams D.A.; Chang A.C.; Waljee J.; Fisch K.M.; Jepsen K.; Laurent L.C.; Olivier M.; Langefeld C.D.; Howard T.D.; Fiehn O.; Jacobs J.M.; Dakup P.; Qian W.-J.; Swensen A.C.; Lokshin A.; Lindquist M.; Caffo B.S.; Crainiceanu C.; Zeger S.; Kahn A.; Wager T.; Taub M.; Ford J.; Sutherland S.P.; Wandner L.D.","Berardi, Giovanni (57222068877); Frey-Law, Laura (6505807552); Sluka, Kathleen A. (7005255439); Bayman, Emine O. (16315278200); Coffey, Christopher S. (7102070962); Ecklund, Dixie (21634296700); Vance, Carol G. T. (10045536700); Dailey, Dana L. (55899250200); Burns, John (7403681202); Buvanendran, Asokumar (6602953346); McCarthy, Robert J. (7202095413); Jacobs, Joshua (56179325700); Zhou, Xiaohong Joe (57557072100); Wixson, Richard (7004197951); Balach, Tessa (54789452100); Brummett, Chad M. (13805119000); Clauw, Daniel (7006096267); Colquhoun, Douglas (49963151900); Harte, Steven E. (8752003800); Harris, Richard E. (26221232000); Williams, David A. (57212246350); Chang, Andrew C. (55264333600); Waljee, Jennifer (14122647700); Fisch, Kathleen M. (26024227800); Jepsen, Kristen (7004821942); Laurent, Louise C. (57206331082); Olivier, Michael (7101741130); Langefeld, Carl D. (7004078855); Howard, Timothy D. (7202242315); Fiehn, Oliver (7003325967); Jacobs, Jon M. (7403557009); Dakup, Panshak (57192556380); Qian, Wei-Jun (7201831374); Swensen, Adam C. (57202670789); Lokshin, Anna (26643612000); Lindquist, Martin (7007030971); Caffo, Brian S. (35069047000); Crainiceanu, Ciprian (6603085071); Zeger, Scott (7006338489); Kahn, Ari (57191828493); Wager, Tor (6603627020); Taub, Margaret (36835617000); Ford, James (58332272300); Sutherland, Stephani P. (35615122200); Wandner, Laura D. (54881737400)","57222068877; 6505807552; 7005255439; 16315278200; 7102070962; 21634296700; 10045536700; 55899250200; 7403681202; 6602953346; 7202095413; 56179325700; 57557072100; 7004197951; 54789452100; 13805119000; 7006096267; 49963151900; 8752003800; 26221232000; 57212246350; 55264333600; 14122647700; 26024227800; 7004821942; 57206331082; 7101741130; 7004078855; 7202242315; 7003325967; 7403557009; 57192556380; 7201831374; 57202670789; 26643612000; 7007030971; 35069047000; 6603085071; 7006338489; 57191828493; 6603627020; 36835617000; 58332272300; 35615122200; 54881737400","Multi-Site Observational Study to Assess Biomarkers for Susceptibility or Resilience to Chronic Pain: The Acute to Chronic Pain Signatures (A2CPS) Study Protocol","2022","Frontiers in Medicine","9","","849214","","","","3","10.3389/fmed.2022.849214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131542034&doi=10.3389%2ffmed.2022.849214&partnerID=40&md5=14d37cc5dd193299f217335167571132","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85131542034"
"Sheppard S.M.; Meier E.L.; Kim K.T.; Breining B.L.; Keator L.M.; Tang B.; Caffo B.S.; Hillis A.E.","Sheppard, Shannon M. (56706949500); Meier, Erin L. (56711675900); Kim, Kevin T. (57202026091); Breining, Bonnie L. (56401203400); Keator, Lynsey M. (57207941181); Tang, Bohao (57221339990); Caffo, Brian S. (35069047000); Hillis, Argye E. (7004956247)","56706949500; 56711675900; 57202026091; 56401203400; 57207941181; 57221339990; 35069047000; 7004956247","Neural correlates of syntactic comprehension: A longitudinal study","2022","Brain and Language","225","","105068","","","","1","10.1016/j.bandl.2021.105068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121980423&doi=10.1016%2fj.bandl.2021.105068&partnerID=40&md5=7ea7754e4e5bb9f23c5e2bc88029958c","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85121980423"
"Zhao Y.; Caffo B.; Luo X.","Zhao, Yi (57202332071); Caffo, Brian (35069047000); Luo, Xi (56639732500)","57202332071; 35069047000; 56639732500","Principal regression for high dimensional covariance matrices","2021","Electronic Journal of Statistics","15","2","","4192","4235","43","1","10.1214/21-EJS1887","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115150983&doi=10.1214%2f21-EJS1887&partnerID=40&md5=0779cfc56401a210ef6288637c5ff748","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85115150983"
"Choe A.S.; Tang B.; Smith K.R.; Honari H.; Lindquist M.A.; Caffo B.S.; Pekar J.J.","Choe, Ann S. (36908446600); Tang, Bohao (57221339990); Smith, Kimberly R. (56302263200); Honari, Hamed (57194219729); Lindquist, Martin A. (7007030971); Caffo, Brian S. (35069047000); Pekar, James J. (7003771238)","36908446600; 57221339990; 56302263200; 57194219729; 7007030971; 35069047000; 7003771238","Phase-locking of resting-state brain networks with the gastric basal electrical rhythm","2021","PLoS ONE","16","1 January","e0244756","","","","10","10.1371/journal.pone.0244756","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099415509&doi=10.1371%2fjournal.pone.0244756&partnerID=40&md5=d169c54c794d4616b92ba3b21205da37","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85099415509"
"Bridgeford E.W.; Wang S.; Wang Z.; Xu T.; Craddock C.; Dey J.; Kiar G.; Gray-Roncal W.; Colantuoni C.; Douville C.; Noble S.; Priebe C.E.; Caffo B.; Milham M.; Zuo X.-N.; Vogelstein J.T.","Bridgeford, Eric W. (57148119100); Wang, Shangsi (57219542780); Wang, Zeyi (57202333724); Xu, Ting (35996035600); Craddock, Cameron (57218316249); Dey, Jayanta (57219644729); Kiar, Gregory (55682725800); Gray-Roncal, William (55984245100); Colantuoni, Carlo (6603123480); Douville, Christopher (55616776300); Noble, Stephanie (57192168434); Priebe, Carey E. (7006049217); Caffo, Brian (35069047000); Milham, Michael (6701672014); Zuo, Xi-Nian (35091653400); Vogelstein, Joshua T. (15761214600)","57148119100; 57219542780; 57202333724; 35996035600; 57218316249; 57219644729; 55682725800; 55984245100; 6603123480; 55616776300; 57192168434; 7006049217; 35069047000; 6701672014; 35091653400; 15761214600","Eliminating accidental deviations to minimize generalization error and maximize replicability: Applications in connectomics and genomics","2021","PLoS Computational Biology","17","9","e1009279","","","","13","10.1371/journal.pcbi.1009279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115234007&doi=10.1371%2fjournal.pcbi.1009279&partnerID=40&md5=0b803fe9fed85ce7fafe7c9dd45231f3","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85115234007"
"Faria A.V.; Zhao Y.; Ye C.; Hsu J.; Yang K.; Cifuentes E.; Wang L.; Mori S.; Miller M.; Caffo B.; Sawa A.","Faria, Andreia V. (35478593200); Zhao, Yi (57202332071); Ye, Chenfei (56369884700); Hsu, Johnny (56937616300); Yang, Kun (56076756300); Cifuentes, Elizabeth (57521166600); Wang, Lei (35189933100); Mori, Susumu (35418783800); Miller, Michael (35425199300); Caffo, Brian (35069047000); Sawa, Akira (7005376260)","35478593200; 57202332071; 56369884700; 56937616300; 56076756300; 57521166600; 35189933100; 35418783800; 35425199300; 35069047000; 7005376260","Multimodal MRI assessment for first episode psychosis: A major change in the thalamus and an efficient stratification of a subgroup","2021","Human Brain Mapping","42","4","","1034","1053","19","13","10.1002/hbm.25276","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098260577&doi=10.1002%2fhbm.25276&partnerID=40&md5=e32a8211139cef2cfdeeb7c003af818f","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85098260577"
"Ye C.; Albert M.; Brown T.; Bilgel M.; Hsu J.; Ma T.; Caffo B.; Miller M.I.; Mori S.; Oishi K.","Ye, Chenfei (56369884700); Albert, Marilyn (7403276705); Brown, Timothy (8979849800); Bilgel, M. (55749795500); Hsu, Johnny (56937616300); Ma, Ting (57194030386); Caffo, B. (35069047000); Miller, Michael I. (35425199300); Mori, Susumu (35418783800); Oishi, Kenichi (7202376096)","56369884700; 7403276705; 8979849800; 55749795500; 56937616300; 57194030386; 35069047000; 35425199300; 35418783800; 7202376096","Extended multimodal whole-brain anatomical covariance analysis: detection of disrupted correlation networks related to amyloid deposition","2019","Heliyon","5","7","e02074","","","","2","10.1016/j.heliyon.2019.e02074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069576482&doi=10.1016%2fj.heliyon.2019.e02074&partnerID=40&md5=2fed388dedc087a8c846df9f14276498","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85069576482"
